iteration,learning_rate,success,test,db,tag
290,0.5,92.83991197606866,test,flue,shuffle
291,0.5,92.9542382462501,train,flue,shuffle
291,0.5,92.84739176086845,test,flue,shuffle
292,0.5,92.96226931882249,train,flue,shuffle
292,0.5,92.85466871920093,test,flue,shuffle
293,0.5,92.97024193541871,train,flue,shuffle
293,0.5,92.86174064031101,test,flue,shuffle
294,0.5,92.97814994894058,train,flue,shuffle
294,0.5,92.86860588341929,test,flue,shuffle
295,0.5,92.98598764819342,train,flue,shuffle
295,0.5,92.8752635749324,test,flue,shuffle
296,0.5,92.99374986006971,train,flue,shuffle
296,0.5,92.88171374254142,test,flue,shuffle
297,0.5,93.00143200647385,train,flue,shuffle
297,0.5,92.88795739564821,test,flue,shuffle
298,0.5,93.00903012717056,train,flue,shuffle
298,0.5,92.89399656154362,test,flue,shuffle
299,0.5,93.01654087873182,train,flue,shuffle
299,0.5,92.89983428607627,test,flue,shuffle
300,0.5,93.02396151800795,train,flue,shuffle
300,0.5,92.90547460646624,test,flue,shuffle
301,0.5,93.03128987660037,train,flue,shuffle
301,0.5,92.91092250266566,test,flue,shuffle
302,0.5,93.03852433098038,train,flue,shuffle
302,0.5,92.91618383242805,test,flue,shuffle
303,0.5,93.04566377133243,train,flue,shuffle
303,0.5,92.92126525414334,test,flue,shuffle
304,0.5,93.05270757095359,train,flue,shuffle
304,0.5,92.92617414059217,test,flue,shuffle
305,0.5,93.05965555710553,train,flue,shuffle
305,0.5,92.930918486095,test,flue,shuffle
306,0.5,93.06650798355808,train,flue,shuffle
306,0.5,92.93550680906841,test,flue,shuffle
307,0.5,93.07326550463755,train,flue,shuffle
307,0.5,92.9399480517172,test,flue,shuffle
308,0.5,93.07992915035463,train,flue,shuffle
308,0.5,92.94425147844228,test,flue,shuffle
309,0.5,93.08650030208993,train,flue,shuffle
309,0.5,92.94842657448064,test,flue,shuffle
310,0.5,93.09298066832173,train,flue,shuffle
310,0.5,92.9524829462683,test,flue,shuffle
311,0.5,93.09937225995859,train,flue,shuffle
311,0.5,92.95643022499493,test,flue,shuffle
312,0.5,93.105677364956,train,flue,shuffle
312,0.5,92.9602779747678,test,flue,shuffle
313,0.5,93.11189852203397,train,flue,shuffle
313,0.5,92.9640356067122,test,flue,shuffle
314,0.5,93.11803849344938,train,flue,shuffle
314,0.5,92.96771230019569,test,flue,shuffle
315,0.5,93.12410023690272,train,flue,shuffle
315,0.5,92.97131693217747,test,flue,shuffle
316,0.5,93.13008687676422,train,flue,shuffle
316,0.5,92.9748580154635,test,flue,shuffle
317,0.5,93.13600167488403,train,flue,shuffle
317,0.5,92.97834364640009,test,flue,shuffle
318,0.5,93.14184800130467,train,flue,shuffle
318,0.5,92.98178146228291,test,flue,shuffle
319,0.5,93.1476293052199,train,flue,shuffle
319,0.5,92.98517860850468,test,flue,shuffle
320,0.5,93.15334908652746,train,flue,shuffle
320,0.5,92.98854171522709,test,flue,shuffle
321,0.5,93.15901086830516,train,flue,shuffle
321,0.5,92.99187688315132,test,flue,shuffle
322,0.5,93.16461817050721,train,flue,shuffle
322,0.5,92.99518967778279,test,flue,shuffle
323,0.5,93.17017448513495,train,flue,shuffle
323,0.5,92.99848513144376,test,flue,shuffle
324,0.5,93.17568325308623,train,flue,shuffle
324,0.5,93.00176775218631,test,flue,shuffle
325,0.5,93.18114784283866,train,flue,shuffle
325,0.5,93.00504153869244,test,flue,shuffle
326,0.5,93.18657153107215,train,flue,shuffle
326,0.5,93.0083100002198,test,flue,shuffle
327,0.5,93.19195748529356,train,flue,shuffle
327,0.5,93.01157618065398,test,flue,shuffle
328,0.5,93.19730874848655,train,flue,shuffle
328,0.5,93.01484268575703,test,flue,shuffle
329,0.5,93.20262822577887,train,flue,shuffle
329,0.5,93.01811171275176,test,flue,shuffle
330,0.5,93.2079186730932,train,flue,shuffle
330,0.5,93.02138508144807,test,flue,shuffle
331,0.5,93.21318268772791,train,flue,shuffle
331,0.5,93.02466426619279,test,flue,shuffle
332,0.5,93.2184227007992,train,flue,shuffle
332,0.5,93.02795042800946,test,flue,shuffle
333,0.5,93.22364097146526,train,flue,shuffle
333,0.5,93.03124444637817,test,flue,shuffle
334,0.5,93.22883958284521,train,flue,shuffle
334,0.5,93.03454695019097,test,flue,shuffle
335,0.5,93.23402043954032,train,flue,shuffle
335,0.5,93.03785834750057,test,flue,shuffle
336,0.5,93.23918526666165,train,flue,shuffle
336,0.5,93.04117885375634,test,flue,shuffle
337,0.5,93.24433561026633,train,flue,shuffle
337,0.5,93.04450851829307,test,flue,shuffle
338,0.5,93.24947283910363,train,flue,shuffle
338,0.5,93.04784724890334,test,flue,shuffle
339,0.5,93.2545981475726,train,flue,shuffle
339,0.5,93.05119483438172,test,flue,shuffle
340,0.5,93.25971255979395,train,flue,shuffle
340,0.5,93.05455096498278,test,flue,shuffle
341,0.5,93.26481693470093,train,flue,shuffle
341,0.5,93.05791525077831,test,flue,shuffle
342,0.5,93.26991197205597,train,flue,shuffle
342,0.5,93.06128723794151,test,flue,shuffle
343,0.5,93.2749982193026,train,flue,shuffle
343,0.5,93.06466642301835,test,flue,shuffle
344,0.5,93.28007607916548,train,flue,shuffle
344,0.5,93.06805226527632,test,flue,shuffle
345,0.5,93.28514581791192,train,flue,shuffle
345,0.5,93.07144419724442,test,flue,shuffle
346,0.5,93.29020757419113,train,flue,shuffle
346,0.5,93.07484163357655,test,flue,shuffle
347,0.5,93.29526136836719,train,flue,shuffle
347,0.5,93.07824397838547,test,flue,shuffle
348,0.5,93.30030711226065,train,flue,shuffle
348,0.5,93.08165063120246,test,flue,shuffle
349,0.5,93.30534461921123,train,flue,shuffle
349,0.5,93.0850609917232,test,flue,shuffle
350,0.5,93.31037361437129,train,flue,shuffle
350,0.5,93.08847446349961,test,flue,shuffle
351,0.5,93.31539374513434,train,flue,shuffle
351,0.5,93.09189045673392,test,flue,shuffle
352,0.5,93.32040459159838,train,flue,shuffle
352,0.5,93.09530839032308,test,flue,shuffle
353,0.5,93.32540567695902,train,flue,shuffle
353,0.5,93.09872769329047,test,flue,shuffle
354,0.5,93.33039647772361,train,flue,shuffle
354,0.5,93.1021478057284,test,flue,shuffle
355,0.5,93.33537643363462,train,flue,shuffle
355,0.5,93.10556817936079,test,flue,shuffle
356,0.5,93.34034495719187,train,flue,shuffle
356,0.5,93.10898827781764,test,flue,shuffle
357,0.5,93.3453014426652,train,flue,shuffle
357,0.5,93.11240757669917,test,flue,shuffle
358,0.5,93.35024527449679,train,flue,shuffle
358,0.5,93.11582556349016,test,flue,shuffle
359,0.5,93.35517583500204,train,flue,shuffle
359,0.5,93.11924173737277,test,flue,shuffle
360,0.5,93.3600925112923,train,flue,shuffle
360,0.5,93.12265560897248,test,flue,shuffle
361,0.5,93.36499470135918,train,flue,shuffle
361,0.5,93.12606670006265,test,flue,shuffle
362,0.5,93.36988181928108,train,flue,shuffle
362,0.5,93.12947454324437,test,flue,shuffle
363,0.5,93.37475329953257,train,flue,shuffle
363,0.5,93.1328786816121,test,flue,shuffle
364,0.5,93.37960860040087,train,flue,shuffle
364,0.5,93.13627866841152,test,flue,shuffle
365,0.5,93.38444720653435,train,flue,shuffle
365,0.5,93.1396740666929,test,flue,shuffle
366,0.5,93.3892686306696,train,flue,shuffle
366,0.5,93.14306444896123,test,flue,shuffle
367,0.5,93.39407241460057,train,flue,shuffle
367,0.5,93.14644939682366,test,flue,shuffle
368,0.5,93.39885812946937,train,flue,shuffle
368,0.5,93.14982850063413,test,flue,shuffle
369,0.5,93.40362537546869,train,flue,shuffle
369,0.5,93.15320135913471,test,flue,shuffle
370,0.5,93.40837378105394,train,flue,shuffle
370,0.5,93.15656757909282,test,flue,shuffle
371,0.5,93.41310300176538,train,flue,shuffle
371,0.5,93.15992677493348,test,flue,shuffle
372,0.5,93.4178127187607,train,flue,shuffle
372,0.5,93.16327856836493,test,flue,shuffle
373,0.5,93.42250263715349,train,flue,shuffle
373,0.5,93.16662258799613,test,flue,shuffle
374,0.5,93.42717248424628,train,flue,shuffle
374,0.5,93.16995846894349,test,flue,shuffle
375,0.5,93.43182200773713,train,flue,shuffle
375,0.5,93.17328585242439,test,flue,shuffle
376,0.5,93.43645097396703,train,flue,shuffle
376,0.5,93.1766043853343,test,flue,shuffle
377,0.5,93.44105916626451,train,flue,shuffle
377,0.5,93.17991371980439,test,flue,shuffle
378,0.5,93.44564638342995,train,flue,shuffle
378,0.5,93.18321351273671,test,flue,shuffle
379,0.5,93.45021243839129,train,flue,shuffle
379,0.5,93.18650342531369,test,flue,shuffle
380,0.5,93.45475715705102,train,flue,shuffle
380,0.5,93.18978312247958,test,flue,shuffle
381,0.5,93.4592803773342,train,flue,shuffle
381,0.5,93.19305227239205,test,flue,shuffle
382,0.5,93.46378194843909,train,flue,shuffle
382,0.5,93.19631054584244,test,flue,shuffle
383,0.5,93.468261730284,train,flue,shuffle
383,0.5,93.19955761564428,test,flue,shuffle
384,0.5,93.47271959313915,train,flue,shuffle
384,0.5,93.20279315599024,test,flue,shuffle
385,0.5,93.47715541742775,train,flue,shuffle
385,0.5,93.2060168417787,test,flue,shuffle
386,0.5,93.48156909367799,train,flue,shuffle
386,0.5,93.20922834791146,test,flue,shuffle
387,0.5,93.48596052260567,train,flue,shuffle
387,0.5,93.21242734856511,test,flue,shuffle
388,0.5,93.49032961530797,train,flue,shuffle
388,0.5,93.2156135164391,test,flue,shuffle
389,0.5,93.49467629354773,train,flue,shuffle
389,0.5,93.21878652198384,test,flue,shuffle
390,0.5,93.49900049010999,train,flue,shuffle
390,0.5,93.22194603261235,test,flue,shuffle
391,0.5,93.50330214921365,train,flue,shuffle
391,0.5,93.22509171189968,test,flue,shuffle
392,0.5,93.50758122696281,train,flue,shuffle
392,0.5,93.22822321877405,test,flue,shuffle
393,0.5,93.51183769182558,train,flue,shuffle
393,0.5,93.23134020670385,test,flue,shuffle
394,0.5,93.51607152512872,train,flue,shuffle
394,0.5,93.23444232288449,test,flue,shuffle
395,0.5,93.52028272156062,train,flue,shuffle
395,0.5,93.23752920742886,test,flue,shuffle
396,0.5,93.52447128967553,train,flue,shuffle
396,0.5,93.24060049256539,test,flue,shuffle
397,0.5,93.52863725239513,train,flue,shuffle
397,0.5,93.24365580184694,test,flue,shuffle
398,0.5,93.53278064750475,train,flue,shuffle
398,0.5,93.24669474937367,test,flue,shuffle
399,0.5,93.53690152814312,train,flue,shuffle
399,0.5,93.24971693903277,test,flue,shuffle
400,0.5,93.54099996328571,train,flue,shuffle
400,0.5,93.25272196375717,test,flue,shuffle
401,0.5,93.54507603822309,train,flue,shuffle
401,0.5,93.25570940480567,test,flue,shuffle
402,0.5,93.5491298550356,train,flue,shuffle
402,0.5,93.25867883106558,test,flue,shuffle
403,0.5,93.55316153306651,train,flue,shuffle
403,0.5,93.26162979837885,test,flue,shuffle
404,0.5,93.55717120939589,train,flue,shuffle
404,0.5,93.2645618488928,test,flue,shuffle
405,0.5,93.56115903931614,train,flue,shuffle
405,0.5,93.26747451043482,test,flue,shuffle
406,0.5,93.56512519681101,train,flue,shuffle
406,0.5,93.27036729591107,test,flue,shuffle
407,0.5,93.56906987503689,train,flue,shuffle
407,0.5,93.27323970272818,test,flue,shuffle
408,0.5,93.57299328680539,train,flue,shuffle
408,0.5,93.27609121223695,test,flue,shuffle
409,0.5,93.57689566506401,train,flue,shuffle
409,0.5,93.27892128919655,test,flue,shuffle
410,0.5,93.58077726336884,train,flue,shuffle
410,0.5,93.28172938125805,test,flue,shuffle
411,0.5,93.58463835634197,train,flue,shuffle
411,0.5,93.28451491846597,test,flue,shuffle
412,0.5,93.58847924010345,train,flue,shuffle
412,0.5,93.28727731277723,test,flue,shuffle
413,0.5,93.59230023266382,train,flue,shuffle
413,0.5,93.29001595759772,test,flue,shuffle
414,0.5,93.59610167426125,train,flue,shuffle
414,0.5,93.29273022733776,test,flue,shuffle
415,0.5,93.5998839276234,train,flue,shuffle
415,0.5,93.29541947698974,test,flue,shuffle
416,0.5,93.60364737813084,train,flue,shuffle
416,0.5,93.29808304173321,test,flue,shuffle
417,0.5,93.60739243385527,train,flue,shuffle
417,0.5,93.30072023657529,test,flue,shuffle
418,0.5,93.61111952544208,train,flue,shuffle
418,0.5,93.30333035603819,test,flue,shuffle
419,0.5,93.61482910580366,train,flue,shuffle
419,0.5,93.30591267390935,test,flue,shuffle
420,0.5,93.6185216495858,train,flue,shuffle
420,0.5,93.30846644307375,test,flue,shuffle
421,0.5,93.62219765236645,train,flue,shuffle
421,0.5,93.31099089545421,test,flue,shuffle
422,0.5,93.62585762954323,train,flue,shuffle
422,0.5,93.3134852420904,test,flue,shuffle
423,0.5,93.62950211486287,train,flue,shuffle
423,0.5,93.31594867339346,test,flue,shuffle
424,0.5,93.63313165854343,train,flue,shuffle
424,0.5,93.31838035962099,test,flue,shuffle
425,0.5,93.63674682493924,train,flue,shuffle
425,0.5,93.3207794516226,test,flue,shuffle
426,0.5,93.64034818969628,train,flue,shuffle
426,0.5,93.32314508191547,test,flue,shuffle
427,0.5,93.6439363363475,train,flue,shuffle
427,0.5,93.32547636615539,test,flue,shuffle
428,0.5,93.64751185229761,train,flue,shuffle
428,0.5,93.32777240507852,test,flue,shuffle
429,0.5,93.6510753241517,train,flue,shuffle
429,0.5,93.3300322869954,test,flue,shuffle
430,0.5,93.65462733234673,train,flue,shuffle
430,0.5,93.33225509092792,test,flue,shuffle
431,0.5,93.65816844505414,train,flue,shuffle
431,0.5,93.3344398904865,test,flue,shuffle
432,0.5,93.66169921133346,train,flue,shuffle
432,0.5,93.33658575859293,test,flue,shuffle
433,0.5,93.66522015353361,train,flue,shuffle
433,0.5,93.33869177315867,test,flue,shuffle
434,0.5,93.66873175895975,train,flue,shuffle
434,0.5,93.34075702383264,test,flue,shuffle
435,0.5,93.67223447085055,train,flue,shuffle
435,0.5,93.34278061993389,test,flue,shuffle
436,0.5,93.67572867874578,train,flue,shuffle
436,0.5,93.34476169968002,test,flue,shuffle
437,0.5,93.6792147083638,train,flue,shuffle
437,0.5,93.34669944081354,test,flue,shuffle
438,0.5,93.68269281115901,train,flue,shuffle
438,0.5,93.34859307271073,test,flue,shuffle
439,0.5,93.68616315378485,train,flue,shuffle
439,0.5,93.35044189003044,test,flue,shuffle
440,0.5,93.68962580775107,train,flue,shuffle
440,0.5,93.35224526792085,test,flue,shuffle
441,0.5,93.69308073963299,train,flue,shuffle
441,0.5,93.35400267874789,test,flue,shuffle
442,0.5,93.69652780225964,train,flue,shuffle
442,0.5,93.35571371024113,test,flue,shuffle
443,0.5,93.69996672737683,train,flue,shuffle
443,0.5,93.35737808486641,test,flue,shuffle
444,0.5,93.70339712033909,train,flue,shuffle
444,0.5,93.35899568013697,test,flue,shuffle
445,0.5,93.70681845742781,train,flue,shuffle
445,0.5,93.36056654946249,test,flue,shuffle
446,0.5,93.71023008640907,train,flue,shuffle
446,0.5,93.36209094302336,test,flue,shuffle
447,0.5,93.7136312309239,train,flue,shuffle
447,0.5,93.36356932804361,test,flue,shuffle
448,0.5,93.71702099923479,train,flue,shuffle
448,0.5,93.3650024077426,test,flue,shuffle
449,0.5,93.72039839772845,train,flue,shuffle
449,0.5,93.36639113817584,test,flue,shuffle
450,0.5,93.72376234938503,train,flue,shuffle
450,0.5,93.36773674214766,test,flue,shuffle
451,0.5,93.7271117171754,train,flue,shuffle
451,0.5,93.36904071939992,test,flue,shuffle
452,0.5,93.73044533204182,train,flue,shuffle
452,0.5,93.37030485236032,test,flue,shuffle
453,0.5,93.7337620247745,train,flue,shuffle
453,0.5,93.37153120686715,test,flue,shuffle
454,0.5,93.73706066074399,train,flue,shuffle
454,0.5,93.37272212747236,test,flue,shuffle
455,0.5,93.74034017611855,train,flue,shuffle
455,0.5,93.37388022714204,test,flue,shuffle
456,0.5,93.74359961393012,train,flue,shuffle
456,0.5,93.37500837140634,test,flue,shuffle
457,0.5,93.74683815818756,train,flue,shuffle
457,0.5,93.37610965723665,test,flue,shuffle
458,0.5,93.75005516420498,train,flue,shuffle
458,0.5,93.37718738712573,test,flue,shuffle
459,0.5,93.75325018343266,train,flue,shuffle
459,0.5,93.37824503900158,test,flue,shuffle
460,0.5,93.75642298135122,train,flue,shuffle
460,0.5,93.37928623271281,test,flue,shuffle
461,0.5,93.75957354739516,train,flue,shuffle
461,0.5,93.38031469388147,test,flue,shuffle
462,0.5,93.76270209637406,train,flue,shuffle
462,0.5,93.38133421593942,test,flue,shuffle
463,0.5,93.76580906140958,train,flue,shuffle
463,0.5,93.3823486211597,test,flue,shuffle
464,0.5,93.7688950789477,train,flue,shuffle
464,0.5,93.38336172147487,test,flue,shuffle
465,0.5,93.77196096688456,train,flue,shuffle
465,0.5,93.38437727985477,test,flue,shuffle
466,0.5,93.77500769722175,train,flue,shuffle
466,0.5,93.38539897299457,test,flue,shuffle
467,0.5,93.77803636490782,train,flue,shuffle
467,0.5,93.38643035604288,test,flue,shuffle
468,0.5,93.78104815462207,train,flue,shuffle
468,0.5,93.38747483006878,test,flue,shuffle
469,0.5,93.78404430721477,train,flue,shuffle
469,0.5,93.38853561291852,test,flue,shuffle
470,0.5,93.78702608735729,train,flue,shuffle
470,0.5,93.38961571403789,test,flue,shuffle
471,0.5,93.78999475370281,train,flue,shuffle
471,0.5,93.39071791373345,test,flue,shuffle
472,0.5,93.79295153254938,train,flue,shuffle
472,0.5,93.39184474720965,test,flue,shuffle
473,0.5,93.79589759566436,train,flue,shuffle
473,0.5,93.39299849356354,test,flue,shuffle
474,0.5,93.79883404260536,train,flue,shuffle
474,0.5,93.39418116974785,test,flue,shuffle
475,0.5,93.80176188758107,train,flue,shuffle
475,0.5,93.39539452934264,test,flue,shuffle
476,0.5,93.80468205065249,train,flue,shuffle
476,0.5,93.39664006581934,test,flue,shuffle
477,0.5,93.80759535289236,train,flue,shuffle
477,0.5,93.39791901984701,test,flue,shuffle
478,0.5,93.81050251499548,train,flue,shuffle
478,0.5,93.39923239009018,test,flue,shuffle
479,0.5,93.81340415876683,train,flue,shuffle
479,0.5,93.40058094688285,test,flue,shuffle
480,0.5,93.81630081089504,train,flue,shuffle
480,0.5,93.40196524813508,test,flue,shuffle
481,0.5,93.81919290843867,train,flue,shuffle
481,0.5,93.40338565683321,test,flue,shuffle
482,0.5,93.82208080550069,train,flue,shuffle
482,0.5,93.40484235952928,test,flue,shuffle
483,0.5,93.82496478063118,train,flue,shuffle
483,0.5,93.40633538526913,test,flue,shuffle
484,0.5,93.8278450445724,train,flue,shuffle
484,0.5,93.40786462447855,test,flue,shuffle
485,0.5,93.83072174803576,train,flue,shuffle
485,0.5,93.4094298474043,test,flue,shuffle
486,0.5,93.8335949892717,train,flue,shuffle
486,0.5,93.41103072178572,test,flue,shuffle
487,0.5,93.83646482125918,train,flue,shuffle
487,0.5,93.41266682951056,test,flue,shuffle
488,0.5,93.8393312583972,train,flue,shuffle
488,0.5,93.41433768207877,test,flue,shuffle
489,0.5,93.84219428262715,train,flue,shuffle
489,0.5,93.4160427347628,test,flue,shuffle
490,0.5,93.84505384895304,train,flue,shuffle
490,0.5,93.41778139940561,test,flue,shuffle
491,0.5,93.8479098903541,train,flue,shuffle
491,0.5,93.41955305584383,test,flue,shuffle
492,0.5,93.85076232210649,train,flue,shuffle
492,0.5,93.42135706197807,test,flue,shuffle
493,0.5,93.85361104554455,train,flue,shuffle
493,0.5,93.42319276254119,test,flue,shuffle
494,0.5,93.85645595130234,train,flue,shuffle
494,0.5,93.4250594966334,test,flue,shuffle
495,0.5,93.85929692208067,train,flue,shuffle
495,0.5,93.42695660410789,test,flue,shuffle
496,0.5,93.8621338349882,train,flue,shuffle
496,0.5,93.42888343089825,test,flue,shuffle
497,0.5,93.8649665635038,train,flue,shuffle
497,0.5,93.43083933338232,test,flue,shuffle
498,0.5,93.86779497910702,train,flue,shuffle
498,0.5,93.43282368187826,test,flue,shuffle
499,0.5,93.8706189526196,train,flue,shuffle
499,0.5,93.43483586336585,test,flue,shuffle
500,0.5,93.87343835529883,train,flue,shuffle
500,0.5,93.4368752835219,test,flue,shuffle
501,0.5,93.87625305971883,train,flue,shuffle
501,0.5,93.43894136815408,test,flue,shuffle
502,0.5,93.87906294047264,train,flue,shuffle
502,0.5,93.44103356411009,test,flue,shuffle
503,0.5,93.88186787472438,train,flue,shuffle
503,0.5,93.44315133973404,test,flue,shuffle
504,0.5,93.88466774263703,train,flue,shuffle
504,0.5,93.44529418493394,test,flue,shuffle
505,0.5,93.88746242769808,train,flue,shuffle
505,0.5,93.44746161091814,test,flue,shuffle
506,0.5,93.89025181696265,train,flue,shuffle
506,0.5,93.44965314965242,test,flue,shuffle
507,0.5,93.89303580123068,train,flue,shuffle
507,0.5,93.45186835308293,test,flue,shuffle
508,0.5,93.89581427517258,train,flue,shuffle
508,0.5,93.45410679216471,test,flue,shuffle
509,0.5,93.89858713741557,train,flue,shuffle
509,0.5,93.45636805573076,test,flue,shuffle
510,0.5,93.90135429060084,train,flue,shuffle
510,0.5,93.45865174923121,test,flue,shuffle
511,0.5,93.90411564142069,train,flue,shuffle
511,0.5,93.46095749336864,test,flue,shuffle
512,0.5,93.90687110064258,train,flue,shuffle
512,0.5,93.4632849226516,test,flue,shuffle
513,0.5,93.90962058312644,train,flue,shuffle
513,0.5,93.46563368388485,test,flue,shuffle
514,0.5,93.91236400784,train,flue,shuffle
514,0.5,93.46800343461237,test,flue,shuffle
515,0.5,93.91510129787672,train,flue,shuffle
515,0.5,93.47039384152667,test,flue,shuffle
516,0.5,93.9178323804791,train,flue,shuffle
516,0.5,93.47280457885512,test,flue,shuffle
517,0.5,93.92055718707054,train,flue,shuffle
517,0.5,93.4752353267338,test,flue,shuffle
518,0.5,93.92327565329744,train,flue,shuffle
518,0.5,93.47768576957597,test,flue,shuffle
519,0.5,93.92598771908315,train,flue,shuffle
519,0.5,93.48015559444276,test,flue,shuffle
520,0.5,93.92869332869515,train,flue,shuffle
520,0.5,93.48264448942169,test,flue,shuffle
521,0.5,93.9313924308254,train,flue,shuffle
521,0.5,93.48515214201856,test,flue,shuffle
522,0.5,93.934084978685,train,flue,shuffle
522,0.5,93.4876782375674,test,flue,shuffle
523,0.5,93.9367709301124,train,flue,shuffle
523,0.5,93.49022245766317,test,flue,shuffle
524,0.5,93.93945024769508,train,flue,shuffle
524,0.5,93.49278447862164,test,flue,shuffle
525,0.5,93.94212289890383,train,flue,shuffle
525,0.5,93.49536396997084,test,flue,shuffle
526,0.5,93.94478885623889,train,flue,shuffle
526,0.5,93.49796059297904,test,flue,shuffle
527,0.5,93.94744809738619,train,flue,shuffle
527,0.5,93.50057399922382,test,flue,shuffle
528,0.5,93.95010060538263,train,flue,shuffle
528,0.5,93.50320382920815,test,flue,shuffle
529,0.5,93.95274636878791,train,flue,shuffle
529,0.5,93.50584971102876,test,flue,shuffle
530,0.5,93.95538538186152,train,flue,shuffle
530,0.5,93.50851125910363,test,flue,shuffle
531,0.5,93.9580176447415,train,flue,shuffle
531,0.5,93.51118807296515,test,flue,shuffle
532,0.5,93.9606431636233,train,flue,shuffle
532,0.5,93.51387973612701,test,flue,shuffle
533,0.5,93.9632619509347,train,flue,shuffle
533,0.5,93.51658581503229,test,flue,shuffle
534,0.5,93.9658740255045,train,flue,shuffle
534,0.5,93.51930585809222,test,flue,shuffle
535,0.5,93.96847941272081,train,flue,shuffle
535,0.5,93.52203939482413,test,flue,shuffle
536,0.5,93.97107814467563,train,flue,shuffle
536,0.5,93.52478593509863,test,flue,shuffle
537,0.5,93.97367026029187,train,flue,shuffle
537,0.5,93.52754496850618,test,flue,shuffle
538,0.5,93.97625580542835,train,flue,shuffle
538,0.5,93.53031596385286,test,flue,shuffle
539,0.5,93.97883483295946,train,flue,shuffle
539,0.5,93.53309836879566,test,flue,shuffle
540,0.5,93.98140740282469,train,flue,shuffle
540,0.5,93.53589160962783,test,flue,shuffle
541,0.5,93.98397358204423,train,flue,shuffle
541,0.5,93.53869509122322,test,flue,shuffle
542,0.5,93.98653344469689,train,flue,shuffle
542,0.5,93.54150819714965,test,flue,shuffle
543,0.5,93.98908707185608,train,flue,shuffle
543,0.5,93.54433028995876,test,flue,shuffle
544,0.5,93.99163455148107,train,flue,shuffle
544,0.5,93.54716071166,test,flue,shuffle
545,0.5,93.99417597826,train,flue,shuffle
545,0.5,93.54999878438403,test,flue,shuffle
546,0.5,93.99671145340214,train,flue,shuffle
546,0.5,93.55284381124002,test,flue,shuffle
547,0.5,93.99924108437808,train,flue,shuffle
547,0.5,93.55569507736836,test,flue,shuffle
548,0.5,94.00176498460549,train,flue,shuffle
548,0.5,93.55855185118895,test,flue,shuffle
549,0.5,94.00428327308138,train,flue,shuffle
549,0.5,93.56141338584227,test,flue,shuffle
550,0.5,94.00679607396005,train,flue,shuffle
550,0.5,93.56427892081808,test,flue,shuffle
551,0.5,94.00930351607872,train,flue,shuffle
551,0.5,93.56714768376364,test,flue,shuffle
552,0.5,94.01180573243303,train,flue,shuffle
552,0.5,93.57001889246098,test,flue,shuffle
553,0.5,94.01430285960531,train,flue,shuffle
553,0.5,93.57289175695927,test,flue,shuffle
554,0.5,94.01679503715019,train,flue,shuffle
554,0.5,93.57576548184659,test,flue,shuffle
555,0.5,94.01928240694215,train,flue,shuffle
555,0.5,93.57863926864182,test,flue,shuffle
556,0.5,94.02176511249107,train,flue,shuffle
556,0.5,93.58151231828657,test,flue,shuffle
557,0.5,94.02424329823234,train,flue,shuffle
557,0.5,93.58438383371299,test,flue,shuffle
558,0.5,94.02671710879847,train,flue,shuffle
558,0.5,93.58725302246457,test,flue,shuffle
559,0.5,94.02918668827978,train,flue,shuffle
559,0.5,93.59011909934321,test,flue,shuffle
560,0.5,94.03165217948188,train,flue,shuffle
560,0.5,93.59298128905739,test,flue,shuffle
561,0.5,94.03411372318806,train,flue,shuffle
561,0.5,93.5958388288451,test,flue,shuffle
562,0.5,94.03657145743381,train,flue,shuffle
562,0.5,93.59869097104571,test,flue,shuffle
563,0.5,94.03902551680153,train,flue,shuffle
563,0.5,93.60153698559664,test,flue,shuffle
564,0.5,94.04147603174208,train,flue,shuffle
564,0.5,93.60437616243102,test,flue,shuffle
565,0.5,94.04392312792962,train,flue,shuffle
565,0.5,93.6072078137559,test,flue,shuffle
566,0.5,94.04636692565589,train,flue,shuffle
566,0.5,93.61003127619064,test,flue,shuffle
567,0.5,94.04880753926848,train,flue,shuffle
567,0.5,93.6128459127496,test,flue,shuffle
568,0.5,94.0512450766574,train,flue,shuffle
568,0.5,93.61565111465481,test,flue,shuffle
569,0.5,94.0536796387934,train,flue,shuffle
569,0.5,93.6184463029667,test,flue,shuffle
570,0.5,94.05611131932004,train,flue,shuffle
570,0.5,93.62123093002447,test,flue,shuffle
571,0.5,94.0585402042014,train,flue,shuffle
571,0.5,93.62400448068942,test,flue,shuffle
572,0.5,94.06096637142622,train,flue,shuffle
572,0.5,93.62676647338782,test,flue,shuffle
573,0.5,94.0633898907678,train,flue,shuffle
573,0.5,93.6295164609509,test,flue,shuffle
574,0.5,94.06581082360026,train,flue,shuffle
574,0.5,93.63225403125313,test,flue,shuffle
575,0.5,94.0682292227688,train,flue,shuffle
575,0.5,93.6349788076501,test,flue,shuffle
576,0.5,94.07064513251309,train,flue,shuffle
576,0.5,93.63769044921973,test,flue,shuffle
577,0.5,94.07305858844136,train,flue,shuffle
577,0.5,93.6403886508117,test,flue,shuffle
578,0.5,94.07546961755332,train,flue,shuffle
578,0.5,93.64307314291061,test,flue,shuffle
579,0.5,94.07787823830918,train,flue,shuffle
579,0.5,93.64574369131972,test,flue,shuffle
580,0.5,94.08028446074206,train,flue,shuffle
580,0.5,93.64840009667239,test,flue,shuffle
581,0.5,94.08268828661177,train,flue,shuffle
