iteration,learning_rate,success,test,db,tag
581,0.5,93.65104219377952,test,flue,shuffle
582,0.5,94.08508970959633,train,flue,shuffle
582,0.5,93.65366985082149,test,flue,shuffle
583,0.5,94.08748871551944,train,flue,shuffle
583,0.5,93.65628296839351,test,flue,shuffle
584,0.5,94.08988528261068,train,flue,shuffle
584,0.5,93.65888147841484,test,flue,shuffle
585,0.5,94.09227938179599,train,flue,shuffle
585,0.5,93.66146534291089,test,flue,shuffle
586,0.5,94.09467097701585,train,flue,shuffle
586,0.5,93.66403455268106,test,flue,shuffle
587,0.5,94.09706002556845,train,flue,shuffle
587,0.5,93.66658912586179,test,flue,shuffle
588,0.5,94.09944647847554,train,flue,shuffle
588,0.5,93.66912910639873,test,flue,shuffle
589,0.5,94.101830280868,train,flue,shuffle
589,0.5,93.67165456243966,test,flue,shuffle
590,0.5,94.10421137238879,train,flue,shuffle
590,0.5,93.67416558466203,test,flue,shuffle
591,0.5,94.10658968761068,train,flue,shuffle
591,0.5,93.67666228454902,test,flue,shuffle
592,0.5,94.10896515646583,train,flue,shuffle
592,0.5,93.67914479262771,test,flue,shuffle
593,0.5,94.11133770468496,train,flue,shuffle
593,0.5,93.68161325668436,test,flue,shuffle
594,0.5,94.11370725424271,train,flue,shuffle
594,0.5,93.68406783997102,test,flue,shuffle
595,0.5,94.11607372380706,train,flue,shuffle
595,0.5,93.68650871941749,test,flue,shuffle
596,0.5,94.11843702918962,train,flue,shuffle
596,0.5,93.688936083863,test,flue,shuffle
597,0.5,94.12079708379399,train,flue,shuffle
597,0.5,93.69135013232079,test,flue,shuffle
598,0.5,94.12315379905955,train,flue,shuffle
598,0.5,93.69375107228828,test,flue,shuffle
599,0.5,94.12550708489782,train,flue,shuffle
599,0.5,93.69613911811467,test,flue,shuffle
600,0.5,94.12785685011865,train,flue,shuffle
600,0.5,93.69851448943673,test,flue,shuffle
601,0.5,94.1302030028439,train,flue,shuffle
601,0.5,93.70087740969161,test,flue,shuffle
602,0.5,94.13254545090604,train,flue,shuffle
602,0.5,93.70322810471548,test,flue,shuffle
603,0.5,94.13488410222938,train,flue,shuffle
603,0.5,93.70556680143396,test,flue,shuffle
604,0.5,94.13721886519208,train,flue,shuffle
604,0.5,93.70789372665004,test,flue,shuffle
605,0.5,94.13954964896722,train,flue,shuffle
605,0.5,93.71020910593252,test,flue,shuffle
606,0.5,94.14187636384091,train,flue,shuffle
606,0.5,93.71251316260728,test,flue,shuffle
607,0.5,94.14419892150705,train,flue,shuffle
607,0.5,93.71480611685256,test,flue,shuffle
608,0.5,94.14651723533699,train,flue,shuffle
608,0.5,93.71708818489691,test,flue,shuffle
609,0.5,94.14883122062386,train,flue,shuffle
609,0.5,93.7193595783186,test,flue,shuffle
610,0.5,94.15114079480121,train,flue,shuffle
610,0.5,93.72162050344338,test,flue,shuffle
611,0.5,94.15344587763576,train,flue,shuffle
611,0.5,93.72387116083637,test,flue,shuffle
612,0.5,94.15574639139453,train,flue,shuffle
612,0.5,93.72611174488445,test,flue,shuffle
1,0.1,66.03407547154357,train,flue,shuffle
1,0.1,68.53640968819361,test,flue,shuffle
2,0.1,68.74491847936741,train,flue,shuffle
2,0.1,68.93819702786142,test,flue,shuffle
3,0.1,69.17849350646836,train,flue,shuffle
3,0.1,69.32551189858971,test,flue,shuffle
4,0.1,69.61130892333875,train,flue,shuffle
4,0.1,69.70894672157199,test,flue,shuffle
5,0.1,70.02543160944512,train,flue,shuffle
5,0.1,70.06858105955865,test,flue,shuffle
6,0.1,70.40204215653041,train,flue,shuffle
6,0.1,70.39786200276117,test,flue,shuffle
7,0.1,70.74104566491577,train,flue,shuffle
7,0.1,70.70340422110321,test,flue,shuffle
8,0.1,71.05422027689885,train,flue,shuffle
8,0.1,70.99655536560442,test,flue,shuffle
9,0.1,71.35655650186268,train,flue,shuffle
9,0.1,71.28911762236223,test,flue,shuffle
10,0.1,71.66325992111162,train,flue,shuffle
10,0.1,71.5934952182707,test,flue,shuffle
11,0.1,71.99040485047638,train,flue,shuffle
11,0.1,71.92426319801612,test,flue,shuffle
12,0.1,72.35612136886367,train,flue,shuffle
12,0.1,72.29908252712569,test,flue,shuffle
13,0.1,72.78032445591016,train,flue,shuffle
13,0.1,72.73753601065009,test,flue,shuffle
14,0.1,73.28128379535528,train,flue,shuffle
14,0.1,73.2560290776441,test,flue,shuffle
15,0.1,73.86746050538122,train,flue,shuffle
15,0.1,73.85725554046758,test,flue,shuffle
16,0.1,74.52609391159814,train,flue,shuffle
16,0.1,74.51814567456098,test,flue,shuffle
17,0.1,75.21758797077398,train,flue,shuffle
17,0.1,75.18953413042621,test,flue,shuffle
18,0.1,75.88698907672908,train,flue,shuffle
18,0.1,75.81607517403155,test,flue,shuffle
19,0.1,76.48786035757692,train,flue,shuffle
19,0.1,76.36090674182643,test,flue,shuffle
20,0.1,76.99808465696648,train,flue,shuffle
20,0.1,76.81361983976451,test,flue,shuffle
21,0.1,77.41808286388698,train,flue,shuffle
21,0.1,77.18214779349127,test,flue,shuffle
22,0.1,77.76033256729589,train,flue,shuffle
22,0.1,77.48164703870162,test,flue,shuffle
23,0.1,78.04043374726739,train,flue,shuffle
23,0.1,77.72753111089636,test,flue,shuffle
24,0.1,78.27258755002204,train,flue,shuffle
24,0.1,77.93271557591633,test,flue,shuffle
25,0.1,78.46820013168569,train,flue,shuffle
25,0.1,78.10715166328028,test,flue,shuffle
26,0.1,78.63593100499536,train,flue,shuffle
26,0.1,78.25822683727874,test,flue,shuffle
27,0.1,78.78220136991571,train,flue,shuffle
27,0.1,78.39135211377372,test,flue,shuffle
28,0.1,78.91174353832147,train,flue,shuffle
28,0.1,78.51048937879155,test,flue,shuffle
29,0.1,79.02805789476324,train,flue,shuffle
29,0.1,78.61856030185797,test,flue,shuffle
30,0.1,79.13375782352631,train,flue,shuffle
30,0.1,78.71774455970598,test,flue,shuffle
31,0.1,79.23081926193709,train,flue,shuffle
31,0.1,78.8096915485801,test,flue,shuffle
32,0.1,79.32075803896048,train,flue,shuffle
32,0.1,78.89566917030704,test,flue,shuffle
33,0.1,79.4047552221163,train,flue,shuffle
33,0.1,78.97666829550317,test,flue,shuffle
34,0.1,79.4837458623204,train,flue,shuffle
34,0.1,79.0534764277494,test,flue,shuffle
35,0.1,79.55848218955089,train,flue,shuffle
35,0.1,79.12673004648558,test,flue,shuffle
36,0.1,79.6295789912676,train,flue,shuffle
36,0.1,79.19695216312974,test,flue,shuffle
37,0.1,79.69754652215317,train,flue,shuffle
37,0.1,79.26457956869592,test,flue,shuffle
38,0.1,79.76281463338306,train,flue,shuffle
38,0.1,79.32998284084688,test,flue,shuffle
39,0.1,79.82575066830182,train,flue,shuffle
39,0.1,79.39348121824223,test,flue,shuffle
40,0.1,79.88667289075629,train,flue,shuffle
40,0.1,79.45535379773541,test,flue,shuffle
41,0.1,79.94586067868225,train,flue,shuffle
41,0.1,79.51584806630537,test,flue,shuffle
42,0.1,80.00356234992869,train,flue,shuffle
42,0.1,79.5751864769885,test,flue,shuffle
43,0.1,80.06000123577016,train,flue,shuffle
43,0.1,79.63357157071044,test,flue,shuffle
44,0.1,80.11538044341283,train,flue,shuffle
44,0.1,79.69119000284523,test,flue,shuffle
45,0.1,80.16988662717583,train,flue,shuffle
45,0.1,79.7482157336005,test,flue,shuffle
46,0.1,80.22369300206152,train,flue,shuffle
46,0.1,79.8048125707774,test,flue,shuffle
47,0.1,80.27696177173323,train,flue,shuffle
47,0.1,79.86113620255063,test,flue,shuffle
48,0.1,80.32984609781003,train,flue,shuffle
48,0.1,79.91733582026896,test,flue,shuffle
49,0.1,80.38249170370499,train,flue,shuffle
49,0.1,79.97355540266643,test,flue,shuffle
50,0.1,80.43503818051143,train,flue,shuffle
50,0.1,80.02993471054877,test,flue,shuffle
51,0.1,80.48762004238418,train,flue,shuffle
51,0.1,80.0866100232591,test,flue,shuffle
52,0.1,80.54036756295008,train,flue,shuffle
52,0.1,80.14371463402935,test,flue,shuffle
53,0.1,80.59340741156042,train,flue,shuffle
53,0.1,80.20137911023517,test,flue,shuffle
54,0.1,80.64686309811665,train,flue,shuffle
54,0.1,80.25973131654132,test,flue,shuffle
55,0.1,80.7008552275279,train,flue,shuffle
55,0.1,80.3188961942134,test,flue,shuffle
56,0.1,80.7555015595916,train,flue,shuffle
56,0.1,80.37899528894538,test,flue,shuffle
57,0.1,80.8109168674035,train,flue,shuffle
57,0.1,80.44014602290963,test,flue,shuffle
58,0.1,80.86721258753067,train,flue,shuffle
58,0.1,80.50246071469516,test,flue,shuffle
59,0.1,80.92449625829478,train,flue,shuffle
59,0.1,80.56604536317596,test,flue,shuffle
60,0.1,80.98287074852996,train,flue,shuffle
60,0.1,80.63099822712336,test,flue,shuffle
61,0.1,81.0424332875797,train,flue,shuffle
61,0.1,80.6974082493692,test,flue,shuffle
62,0.1,81.10327431694027,train,flue,shuffle
62,0.1,80.76535338909817,test,flue,shuffle
63,0.1,81.1654761929987,train,flue,shuffle
63,0.1,80.83489893394267,test,flue,shuffle
64,0.1,81.22911177631876,train,flue,shuffle
64,0.1,80.9060958602514,test,flue,shuffle
65,0.1,81.29424294320737,train,flue,shuffle
65,0.1,80.97897929155698,test,flue,shuffle
66,0.1,81.36091904755389,train,flue,shuffle
66,0.1,81.05356707099418,test,flue,shuffle
67,0.1,81.42917534415324,train,flue,shuffle
67,0.1,81.12985841683604,test,flue,shuffle
68,0.1,81.49903136017289,train,flue,shuffle
68,0.1,81.20783258077275,test,flue,shuffle
69,0.1,81.57048917378727,train,flue,shuffle
69,0.1,81.28744739141479,test,flue,shuffle
70,0.1,81.64353153728226,train,flue,shuffle
70,0.1,81.36863756102679,test,flue,shuffle
71,0.1,81.7181197800722,train,flue,shuffle
71,0.1,81.45131268393001,test,flue,shuffle
72,0.1,81.7941914633063,train,flue,shuffle
72,0.1,81.5353549787906,test,flue,shuffle
73,0.1,81.87165785129875,train,flue,shuffle
73,0.1,81.62061702875793,test,flue,shuffle
74,0.1,81.95040142770245,train,flue,shuffle
74,0.1,81.70692002913886,test,flue,shuffle
75,0.1,82.03027390556204,train,flue,shuffle
75,0.1,81.79405329391146,test,flue,shuffle
76,0.1,82.11109540853762,train,flue,shuffle
76,0.1,81.88177588481796,test,flue,shuffle
77,0.1,82.1926556335371,train,flue,shuffle
77,0.1,81.96982107792196,test,flue,shuffle
78,0.1,82.27471771108966,train,flue,shuffle
78,0.1,82.05790389737038,test,flue,shuffle
79,0.1,82.35702506554571,train,flue,shuffle
79,0.1,82.14573119782158,test,flue,shuffle
80,0.1,82.43931088124845,train,flue,shuffle
80,0.1,82.23301301967054,test,flue,shuffle
81,0.1,82.52130902339722,train,flue,shuffle
81,0.1,82.31947351251259,test,flue,shuffle
82,0.1,82.60276477151046,train,flue,shuffle
82,0.1,82.40485984251994,test,flue,shuffle
83,0.1,82.68344374719419,train,flue,shuffle
83,0.1,82.48894811483093,test,flue,shuffle
84,0.1,82.76313795434874,train,flue,shuffle
84,0.1,82.57154615568567,test,flue,shuffle
85,0.1,82.8416686438445,train,flue,shuffle
85,0.1,82.65249366799762,test,flue,shuffle
86,0.1,82.91888642724729,train,flue,shuffle
86,0.1,82.7316606042319,test,flue,shuffle
87,0.1,82.99466946938256,train,flue,shuffle
87,0.1,82.80894459989273,test,flue,shuffle
88,0.1,83.06892065414925,train,flue,shuffle
88,0.1,82.88426811092103,test,flue,shuffle
89,0.1,83.1415644487508,train,flue,shuffle
89,0.1,82.95757564360031,test,flue,shuffle
90,0.1,83.21254393239813,train,flue,shuffle
90,0.1,83.02883125016744,test,flue,shuffle
91,0.1,83.28181821438977,train,flue,shuffle
91,0.1,83.09801632198932,test,flue,shuffle
92,0.1,83.34936029379377,train,flue,shuffle
92,0.1,83.16512764052136,test,flue,shuffle
93,0.1,83.41515531482244,train,flue,shuffle
93,0.1,83.23017562385996,test,flue,shuffle
94,0.1,83.4791991321203,train,flue,shuffle
94,0.1,83.29318271194737,test,flue,shuffle
95,0.1,83.54149709690022,train,flue,shuffle
95,0.1,83.35418185007124,test,flue,shuffle
96,0.1,83.60206298985959,train,flue,shuffle
96,0.1,83.41321504826628,test,flue,shuffle
97,0.1,83.66091804772725,train,flue,shuffle
97,0.1,83.47033200872697,test,flue,shuffle
98,0.1,83.71809005021895,train,flue,shuffle
98,0.1,83.52558882287501,test,flue,shuffle
99,0.1,83.77361245004778,train,flue,shuffle
99,0.1,83.57904674459814,test,flue,shuffle
100,0.1,83.82752353973422,train,flue,shuffle
100,0.1,83.63077104747177,test,flue,shuffle
101,0.1,83.87986565574785,train,flue,shuffle
101,0.1,83.6808299727196,test,flue,shuffle
102,0.1,83.93068442394156,train,flue,shuffle
102,0.1,83.72929377234887,test,flue,shuffle
103,0.1,83.9800280513076,train,flue,shuffle
103,0.1,83.77623384912592,test,flue,shuffle
104,0.1,84.02794666867815,train,flue,shuffle
104,0.1,83.821721992395,test,flue,shuffle
105,0.1,84.07449172778907,train,flue,shuffle
105,0.1,83.86582970650464,test,flue,shuffle
106,0.1,84.119715454613,train,flue,shuffle
106,0.1,83.90862762694637,test,flue,shuffle
107,0.1,84.1636703593593,train,flue,shuffle
107,0.1,83.95018501825398,test,flue,shuffle
108,0.1,84.20640880221589,train,flue,shuffle
108,0.1,83.99056934720794,test,flue,shuffle
109,0.1,84.24798261286243,train,flue,shuffle
109,0.1,84.02984592483946,test,flue,shuffle
110,0.1,84.28844276103511,train,flue,shuffle
110,0.1,84.06807761102041,test,flue,shuffle
111,0.1,84.32783907495562,train,flue,shuffle
111,0.1,84.10532457593393,test,flue,shuffle
112,0.1,84.36622000421343,train,flue,shuffle
112,0.1,84.1416441133438,test,flue,shuffle
113,0.1,84.4036324236609,train,flue,shuffle
113,0.1,84.17709050122527,test,flue,shuffle
114,0.1,84.44012147499488,train,flue,shuffle
114,0.1,84.21171490591897,test,flue,shuffle
115,0.1,84.47573044290718,train,flue,shuffle
115,0.1,84.24556532647446,test,flue,shuffle
116,0.1,84.51050066294438,train,flue,shuffle
116,0.1,84.27868657623593,test,flue,shuffle
117,0.1,84.54447145849115,train,flue,shuffle
117,0.1,84.31112029897575,test,flue,shuffle
118,0.1,84.57768010454197,train,flue,shuffle
118,0.1,84.3429050170101,test,flue,shuffle
119,0.1,84.61016181614139,train,flue,shuffle
119,0.1,84.37407620873974,test,flue,shuffle
120,0.1,84.64194975952573,train,flue,shuffle
120,0.1,84.40466641297611,test,flue,shuffle
121,0.1,84.67307508409019,train,flue,shuffle
121,0.1,84.43470535725375,test,flue,shuffle
122,0.1,84.70356697333013,train,flue,shuffle
122,0.1,84.46422010713009,test,flue,shuffle
123,0.1,84.73345271286826,train,flue,shuffle
123,0.1,84.4932352332538,test,flue,shuffle
124,0.1,84.76275777359787,train,flue,shuffle
124,0.1,84.52177299277793,test,flue,shuffle
125,0.1,84.79150590785673,train,flue,shuffle
125,0.1,84.54985352152697,test,flue,shuffle
126,0.1,84.81971925642007,train,flue,shuffle
126,0.1,84.57749503322381,test,flue,shuffle
127,0.1,84.84741846398488,train,flue,shuffle
127,0.1,84.60471402206181,test,flue,shuffle
128,0.1,84.87462280072724,train,flue,shuffle
128,0.1,84.63152546498043,test,flue,shuffle
129,0.1,84.90135028747503,train,flue,shuffle
129,0.1,84.65794302017812,test,flue,shuffle
130,0.1,84.92761782205295,train,flue,shuffle
130,0.1,84.68397921866858,test,flue,shuffle
131,0.1,84.95344130444275,train,flue,shuffle
131,0.1,84.70964564604824,test,flue,shuffle
132,0.1,84.97883575855529,train,flue,shuffle
132,0.1,84.73495311207863,test,flue,shuffle
133,0.1,85.00381544862879,train,flue,shuffle
133,0.1,84.75991180617507,test,flue,shuffle
134,0.1,85.02839398854498,train,flue,shuffle
134,0.1,84.78453143741153,test,flue,shuffle
135,0.1,85.05258444267147,train,flue,shuffle
135,0.1,84.80882135817545,test,flue,shuffle
136,0.1,85.07639941718556,train,flue,shuffle
136,0.1,84.83279067111259,test,flue,shuffle
137,0.1,85.09985114118889,train,flue,shuffle
137,0.1,84.85644831947087,test,flue,shuffle
138,0.1,85.1229515372726,train,flue,shuffle
138,0.1,84.87980316136719,test,flue,shuffle
139,0.1,85.14571228151691,train,flue,shuffle
139,0.1,84.90286402884976,test,flue,shuffle
140,0.1,85.16814485320211,train,flue,shuffle
140,0.1,84.92563977290555,test,flue,shuffle
141,0.1,85.19026057475578,train,flue,shuffle
141,0.1,84.94813929576304,test,flue,shuffle
142,0.1,85.2120706426575,train,flue,shuffle
142,0.1,84.97037157197079,test,flue,shuffle
143,0.1,85.23358615017167,train,flue,shuffle
143,0.1,84.99234565979255,test,flue,shuffle
144,0.1,85.25481810287128,train,flue,shuffle
144,0.1,85.01407070446403,test,flue,shuffle
145,0.1,85.27577742796785,train,flue,shuffle
145,0.1,85.0355559348086,test,flue,shuffle
146,0.1,85.29647497846565,train,flue,shuffle
146,0.1,85.0568106546235,test,flue,shuffle
147,0.1,85.31692153313334,train,flue,shuffle
147,0.1,85.07784423013372,test,flue,shuffle
148,0.1,85.33712779322803,train,flue,shuffle
148,0.1,85.09866607467667,test,flue,shuffle
149,0.1,85.35710437683063,train,flue,shuffle
149,0.1,85.11928563163622,test,flue,shuffle
150,0.1,85.37686181156118,train,flue,shuffle
1,0.1,66.72155600295469,train,flue,shuffle
1,0.1,68.32154622973485,test,flue,shuffle
2,0.1,68.40508251729509,train,flue,shuffle
2,0.1,68.61774560376529,test,flue,shuffle
3,0.1,68.73124642474812,train,flue,shuffle
3,0.1,68.93474887126492,test,flue,shuffle
4,0.1,69.11759101268656,train,flue,shuffle
4,0.1,69.31169347281563,test,flue,shuffle
5,0.1,69.56768758129947,train,flue,shuffle
5,0.1,69.72840706099608,test,flue,shuffle
6,0.1,70.04670731313209,train,flue,shuffle
6,0.1,70.1554988867709,test,flue,shuffle
7,0.1,70.52300955123985,train,flue,shuffle
7,0.1,70.58170850700978,test,flue,shuffle
8,0.1,70.99078059474245,train,flue,shuffle
8,0.1,71.01643067340554,test,flue,shuffle
9,0.1,71.46480613903397,train,flue,shuffle
9,0.1,71.47689045957407,test,flue,shuffle
10,0.1,71.96475290467367,train,flue,shuffle
10,0.1,71.97750782545992,test,flue,shuffle
11,0.1,72.50520249370109,train,flue,shuffle
11,0.1,72.5254182266808,test,flue,shuffle
12,0.1,73.09161570895502,train,flue,shuffle
12,0.1,73.11818631361298,test,flue,shuffle
13,0.1,73.71780688017398,train,flue,shuffle
13,0.1,73.7417122355837,test,flue,shuffle
14,0.1,74.36465033466108,train,flue,shuffle
14,0.1,74.37075905339987,test,flue,shuffle
15,0.1,75.00327989238819,train,flue,shuffle
15,0.1,74.97501340974945,test,flue,shuffle
16,0.1,75.60366330480083,train,flue,shuffle
16,0.1,75.5285080511131,test,flue,shuffle
17,0.1,76.1437844563081,train,flue,shuffle
17,0.1,76.01628758593367,test,flue,shuffle
18,0.1,76.61380865414166,train,flue,shuffle
18,0.1,76.43505312599414,test,flue,shuffle
19,0.1,77.0144816665961,train,flue,shuffle
19,0.1,76.78966048512041,test,flue,shuffle
20,0.1,77.35289869756235,train,flue,shuffle
20,0.1,77.08888132694499,test,flue,shuffle
21,0.1,77.63860961795626,train,flue,shuffle
21,0.1,77.34233678120582,test,flue,shuffle
22,0.1,77.88117298157083,train,flue,shuffle
22,0.1,77.55887171295683,test,flue,shuffle
23,0.1,78.08901456357185,train,flue,shuffle
23,0.1,77.74594508904147,test,flue,shuffle
24,0.1,78.26909373742431,train,flue,shuffle
24,0.1,77.90956651837193,test,flue,shuffle
25,0.1,78.42696439763752,train,flue,shuffle
25,0.1,78.05446479555623,test,flue,shuffle
26,0.1,78.56698374142749,train,flue,shuffle
26,0.1,78.18432164721403,test,flue,shuffle
27,0.1,78.69254753356955,train,flue,shuffle
27,0.1,78.30199651342534,test,flue,shuffle
28,0.1,78.8063021314653,train,flue,shuffle
28,0.1,78.40971638718742,test,flue,shuffle
29,0.1,78.91031860849195,train,flue,shuffle
29,0.1,78.50922657302453,test,flue,shuffle
30,0.1,79.00622928914119,train,flue,shuffle
30,0.1,78.60190664118103,test,flue,shuffle
31,0.1,79.09533224854832,train,flue,shuffle
31,0.1,78.6888581367013,test,flue,shuffle
32,0.1,79.17867031494387,train,flue,shuffle
32,0.1,78.77097039700864,test,flue,shuffle
33,0.1,79.25709047871534,train,flue,shuffle
33,0.1,78.8489698079299,test,flue,shuffle
1,0.5,66.03667969898059,train,iris,shuffle
1,0.5,67.58935234433608,test,iris,shuffle
2,0.5,68.16088152821078,train,iris,shuffle
2,0.5,70.67841495791019,test,iris,shuffle
3,0.5,72.55826202823418,train,iris,shuffle
3,0.5,75.84260836305782,test,iris,shuffle
4,0.5,77.52909412500499,train,iris,shuffle
4,0.5,79.70383249749642,test,iris,shuffle
5,0.5,80.42034723466817,train,iris,shuffle
5,0.5,81.61363559782005,test,iris,shuffle
6,0.5,81.80603356172064,train,iris,shuffle
6,0.5,82.61797008256471,test,iris,shuffle
7,0.5,82.57551715325361,train,iris,shuffle
7,0.5,83.24885778590476,test,iris,shuffle
8,0.5,83.0910951991628,train,iris,shuffle
8,0.5,83.7079491966986,test,iris,shuffle
9,0.5,83.48610421811127,train,iris,shuffle
9,0.5,84.07572105773741,test,iris,shuffle
10,0.5,83.81417289566122,train,iris,shuffle
10,0.5,84.38799202320662,test,iris,shuffle
11,0.5,84.0998044584282,train,iris,shuffle
11,0.5,84.66287247458017,test,iris,shuffle
12,0.5,84.35589692827472,train,iris,shuffle
12,0.5,84.91079890491669,test,iris,shuffle
13,0.5,84.59023517345769,train,iris,shuffle
13,0.5,85.13852800141174,test,iris,shuffle
14,0.5,84.80808627036116,train,iris,shuffle
14,0.5,85.35085289291128,test,iris,shuffle
15,0.5,85.01333360462966,train,iris,shuffle
15,0.5,85.55140911329399,test,iris,shuffle
16,0.5,85.20902334980545,train,iris,shuffle
16,0.5,85.74308807695523,test,iris,shuffle
17,0.5,85.3976503508567,train,iris,shuffle
17,0.5,85.92826336081617,test,iris,shuffle
18,0.5,85.58131293568326,train,iris,shuffle
18,0.5,86.10891724437236,test,iris,shuffle
19,0.5,85.76179330201956,train,iris,shuffle
19,0.5,86.28670925279154,test,iris,shuffle
20,0.5,85.94059270435733,train,iris,shuffle
20,0.5,86.46300994310587,test,iris,shuffle
21,0.5,86.11894002331402,train,iris,shuffle
21,0.5,86.63891512989733,test,iris,shuffle
22,0.5,86.29778771796485,train,iris,shuffle
22,0.5,86.81525170616811,test,iris,shuffle
23,0.5,86.47780637362172,train,iris,shuffle
23,0.5,86.99258349300293,test,iris,shuffle
24,0.5,86.65938628941538,train,iris,shuffle
24,0.5,87.1712229906427,test,iris,shuffle
25,0.5,86.84265124680475,train,iris,shuffle
25,0.5,87.35125215445495,test,iris,shuffle
26,0.5,87.027485969619,train,iris,shuffle
26,0.5,87.53255255473557,test,iris,shuffle
27,0.5,87.21357545656969,train,iris,shuffle
27,0.5,87.71484293826717,test,iris,shuffle
28,0.5,87.40045200467196,train,iris,shuffle
28,0.5,87.89772071568098,test,iris,shuffle
29,0.5,87.58754472774737,train,iris,shuffle
29,0.5,88.08070344237292,test,iris,shuffle
30,0.5,87.77422666717756,train,iris,shuffle
30,0.5,88.2632668296026,test,iris,shuffle
31,0.5,87.95985580492838,train,iris,shuffle
31,0.5,88.44487688058426,test,iris,shuffle
32,0.5,88.14380788982693,train,iris,shuffle
32,0.5,88.6250149901778,test,iris,shuffle
33,0.5,88.32550050542444,train,iris,shuffle
33,0.5,88.80319594679426,test,iris,shuffle
34,0.5,88.50440895003385,train,iris,shuffle
34,0.5,88.97897954920151,test,iris,shuffle
35,0.5,88.68007517315904,train,iris,shuffle
35,0.5,89.15197696256159,test,iris,shuffle
36,0.5,88.85211126953895,train,iris,shuffle
36,0.5,89.32185304888979,test,iris,shuffle
37,0.5,89.0201989950015,train,iris,shuffle
37,0.5,89.4883258192612,test,iris,shuffle
38,0.5,89.18408656819453,train,iris,shuffle
38,0.5,89.65116396723296,test,iris,shuffle
39,0.5,89.34358376289092,train,iris,shuffle
39,0.5,89.81018322828021,test,iris,shuffle
40,0.5,89.49855604281278,train,iris,shuffle
40,0.5,89.96524211178567,test,iris,shuffle
41,0.5,89.64891827700805,train,iris,shuffle
41,0.5,90.1162373891164,test,iris,shuffle
42,0.5,89.79462840767587,train,iris,shuffle
42,0.5,90.26309959672216,test,iris,shuffle
43,0.5,89.93568132005987,train,iris,shuffle
43,0.5,90.40578872222753,test,iris,shuffle
44,0.5,90.0721030765594,train,iris,shuffle
44,0.5,90.5442901767891,test,iris,shuffle
45,0.5,90.20394561503272,train,iris,shuffle
45,0.5,90.67861111146938,test,iris,shuffle
46,0.5,90.3312819665507,train,iris,shuffle
46,0.5,90.80877710342581,test,iris,shuffle
47,0.5,90.4542020150372,train,iris,shuffle
47,0.5,90.93482921532546,test,iris,shuffle
48,0.5,90.57280879674344,train,iris,shuffle
48,0.5,91.05682141589386,test,iris,shuffle
49,0.5,90.68721531924706,train,iris,shuffle
49,0.5,91.17481833912852,test,iris,shuffle
50,0.5,90.79754186643105,train,iris,shuffle
50,0.5,91.28889335325634,test,iris,shuffle
51,0.5,90.90391374693776,train,iris,shuffle
51,0.5,91.39912690711417,test,iris,shuffle
52,0.5,91.00645943833182,train,iris,shuffle
52,0.5,91.50560512058594,test,iris,shuffle
53,0.5,91.10530907710043,train,iris,shuffle
53,0.5,91.60841858644459,test,iris,shuffle
54,0.5,91.20059324510153,train,iris,shuffle
54,0.5,91.70766135291105,test,iris,shuffle
55,0.5,91.29244200554601,train,iris,shuffle
55,0.5,91.80343005901467,test,iris,shuffle
56,0.5,91.38098414549067,train,iris,shuffle
56,0.5,91.89582319805538,test,iris,shuffle
57,0.5,91.46634658658355,train,iris,shuffle
57,0.5,91.98494048783698,test,iris,shuffle
58,0.5,91.5486539309745,train,iris,shuffle
58,0.5,92.07088232964492,test,iris,shuffle
59,0.5,91.62802811450514,train,iris,shuffle
59,0.5,92.15374934102955,test,iris,shuffle
60,0.5,91.70458814423885,train,iris,shuffle
60,0.5,92.23364195023079,test,iris,shuffle
61,0.5,91.77844990189075,train,iris,shuffle
61,0.5,92.31066004249229,test,iris,shuffle
62,0.5,91.84972599865858,train,iris,shuffle
62,0.5,92.38490265055044,test,iris,shuffle
63,0.5,91.9185256702915,train,iris,shuffle
63,0.5,92.45646768325516,test,iris,shuffle
64,0.5,91.9849547039685,train,iris,shuffle
64,0.5,92.52545168761543,test,iris,shuffle
65,0.5,92.04911539073309,train,iris,shuffle
65,0.5,92.59194964060245,test,iris,shuffle
66,0.5,92.1111064989056,train,iris,shuffle
66,0.5,92.6560547678278,test,iris,shuffle
67,0.5,92.17102326514326,train,iris,shuffle
67,0.5,92.71785838679139,test,iris,shuffle
68,0.5,92.22895740071583,train,iris,shuffle
68,0.5,92.7774497728009,test,iris,shuffle
69,0.5,92.28499711118428,train,iris,shuffle
69,0.5,92.83491604594428,test,iris,shuffle
70,0.5,92.33922712807629,train,iris,shuffle
70,0.5,92.89034207767634,test,iris,shuffle
71,0.5,92.3917287514037,train,iris,shuffle
71,0.5,92.94381041569389,test,iris,shuffle
72,0.5,92.44257990200825,train,iris,shuffle
72,0.5,92.99540122583703,test,iris,shuffle
73,0.5,92.49185518279266,train,iris,shuffle
73,0.5,93.04519224978975,test,iris,shuffle
74,0.5,92.53962594792121,train,iris,shuffle
74,0.5,93.09325877737203,test,iris,shuffle
75,0.5,92.58596037908026,train,iris,shuffle
75,0.5,93.13967363222719,test,iris,shuffle
76,0.5,92.63092356788776,train,iris,shuffle
76,0.5,93.18450716972161,test,iris,shuffle
77,0.5,92.67457760354276,train,iris,shuffle
77,0.5,93.22782728588999,test,iris,shuffle
