1,0.0259259259,0.0335429769,0.0782669462,0.0824598183,1.6240391335,0.0001397624,0.0110552061,0.0282320056,0.3456324249,0.0019566737
1,0.0279245283,0.0027952481,0,0,0.2641509434,0,0.0265548567,0.0331236897,0.1653389238,0.0008106219
1,0.0275052411,0.0195667365,0.0167714885,0.0181691125,1.1460517121,0,0.0204192872,0.0327044025,0.2032145353,0.001048218
1,0.0274353599,0.0237596087,0.0195667365,0.0209643606,1.1558350804,0,0.0197484277,0.0322851153,0.2082459818,0.0010901468
1,0.0278825996,0.0195667365,0.0153738644,0.0167714885,0.820405311,0,0.0256184486,0.0328441649,0.1654786862,0.0008385744
1,0.0278825996,0.0195667365,0.0139762404,0.0153738644,0.820405311,0,0.0256184486,0.0328441649,0.1654786862,0.0008385744
1,0.0271698113,0.0237596087,0.0293501048,0.0307477289,1.1264849755,0.0023759609,0.0173584906,0.0315863033,0.2261355695,0.0012438854
1,0.0273654787,0.0223619846,0.0223619846,0.0237596087,1.2341020266,0,0.0190496157,0.0321453529,0.2093640811,0.0011320755
1,0.0273794549,0.0237596087,0.0209643606,0.0223619846,1.1348707198,0,0.0190915444,0.0328441649,0.2032145353,0.0011320755
1,0.02732355,0.0209643606,0.0181691125,0.0195667365,1.143256464,0,0.0186722572,0.0327044025,0.2032145353,0.001160028
1,0.0270859539,0.0223619846,0.0419287212,0.0433263452,1.4856743536,0.0019566737,0.0167016073,0.0262753319,0.2157931516,0.0012858141
1,0.0267505241,0.0265548567,0.0391334731,0.0405310971,1.965059399,0,0.0145632425,0.0307477289,0.2451432565,0.0014814815
1,0.0252131377,0.034940601,0.0587002096,0.0614954577,0.8707197764,0.0018169113,0.0091684137,0.0332634521,0.362962963,0.0023619846
1,0.0270440252,0.0279524808,0.0279524808,0.0293501048,1.1963661775,0,0.0163661775,0.0321453529,0.2148148148,0.0013137666
1,0.0271139064,0.0237596087,0.0265548567,0.0279524808,1.2061495458,0,0.0168553459,0.0320055905,0.208665269,0.0012718379
1,0.0268763103,0.0251572327,0.0335429769,0.034940601,1.1013277428,0.0022361985,0.015290007,0.0315863033,0.2258560447,0.0014116003
1,0.0232844165,0.0447239693,0.1034241789,0.1090146751,0.5129280224,0.0060097834,0.0063032844,0.0335429769,0.4729559748,0.0034661076
1,0.0267924528,0.0237596087,0.0461215933,0.0489168414,1.463312369,0.0016771488,0.0147868623,0.0262753319,0.2149545772,0.001453529
1,0.0264290706,0.0279524808,0.0433263452,0.0461215933,1.965059399,0,0.0129699511,0.0307477289,0.2445842068,0.0016631726
2,0.026918239,0.0279524808,0.0279524808,0.0293501048,1.1013277428,0,0.0155555556,0.0322851153,0.2076869322,0.0013836478
2,0.026568833,0.0265548567,0.0377358491,0.0391334731,1.0621942697,0.0020964361,0.0136268344,0.0315863033,0.2258560447,0.0015793152
2,0.0268204053,0.0251572327,0.0307477289,0.0321453529,1.1642208246,0,0.0149126485,0.0321453529,0.2081062194,0.001453529
2,0.0266666667,0.0279524808,0.0321453529,0.0335429769,1.1516422082,0,0.0140880503,0.0321453529,0.2142557652,0.0015373864
2,0.0245422781,0.0335429769,0.0852550664,0.0894479385,1.4493361286,0.0001397624,0.0079105521,0.0282320056,0.3452131377,0.0027533194
2,0.0268064291,0.0293501048,0.0321453529,0.0335429769,1.0747728861,0,0.0148567435,0.0328441649,0.2026554857,0.001453529
2,0.0268064291,0.0237596087,0.0251572327,0.0265548567,1.1208944794,0,0.0148567435,0.0327044025,0.2022361985,0.001453529
